LeadID,city,ConvertedDate,Closed Date,Stage,Stage
00Q4wx1231Q3lqs,Cloud Lake town,20-Oct-21,18-Oct-21,Quote,
00Q4wx1231Q3nAJ,Fairview Shores,27-Dec-21,12-Oct-21,Visit,
00Q4wx1231Q3pWx,Satellite Beach city,12-Nov-21,26-Sep-21,Scheduling Visit,
00Q4wx1231Q3pvy,Paxton town,19-Sep-21,10-Dec-21,Quote,
00Q4wx1231Q3pxG,Sharpes,29-Oct-21,9-Nov-21,Closed Lost,
00Q4wx1231Q3pz2,World Golf Village,13-Oct-21,23-Oct-21,Engineering/Quoting,
00Q4wx1231Q3rLt,Gulf Breeze city,11-Nov-21,6-Sep-21,Engineering/Quoting,
00Q4wx1231Q3s90,Inglis town,2-Nov-21,6-Nov-21,Closed Lost,
00Q4wx1231Q3sFX,Chumuckla,25-Sep-21,12-Sep-21,Closed Won,
00Q4wx1231Q3sGL,Glenvar Heights,7-Nov-21,18-Dec-21,Closed Won,
00Q4wx1231Q3scH,Highland Beach town,12-Oct-21,9-Oct-21,Closed Lost,
00Q4wx1231Q3tkh,Polk City town,26-Dec-21,7-Oct-21,Quote,
00Q4wx1231Q3vya,Cocoa city,31-Oct-21,12-Dec-21,Scheduling Visit,
00Q4wx1231Q3yoJ,Goulding,3-Nov-21,22-Nov-21,Closed Won,
00Q4wx1231Q3yzX,Williamsburg,9-Dec-21,7-Sep-21,Canceled,
00Q4wx1231Q46Y7,Clermont city,3-Oct-21,25-Oct-21,Closed Won,
00Q4wx1231Q47CO,Keystone,1-Dec-21,25-Oct-21,Scheduling Visit,
00Q4wx1231Q4A8Q,Manasota Key,11-Nov-21,6-Sep-21,Scheduling Visit,
00Q4wx1231Q4AXL,Sarasota city,1-Sep-21,19-Nov-21,Scheduling Visit,
00Q4wx1231Q4ESS,Bayport,15-Dec-21,3-Dec-21,Engineering/Quoting,
00Q4wx1231Q4GWh,Connerton,29-Dec-21,13-Dec-21,Scheduling Visit,
00Q4wx1231Q4I9z,Merritt Island,12-Dec-21,19-Sep-21,Closed Lost,
00Q4wx1231Q4JNG,Geneva,25-Dec-21,9-Dec-21,Engineering/Quoting,
00Q4wx1231Q4JNf,Fort Green Springs,31-Oct-21,9-Nov-21,Engineering/Quoting,
00Q4wx1231Q4ROJ,Cocoa city,17-Sep-21,3-Oct-21,Scheduling Visit,
00Q4wx1231Q4ROO,Port Orange city,13-Dec-21,29-Nov-21,Quote,
00Q4wx1231Q4UUD,Citrus Park,13-Sep-21,29-Sep-21,Scheduling Visit,
00Q4wx1231Q4Upn,Bay Pines,18-Oct-21,7-Sep-21,Visit,
00Q4wx1231Q4UqH,Lee town,18-Nov-21,27-Dec-21,Canceled,
00Q4wx1231Q4W7W,Pine Hills,22-Sep-21,22-Nov-21,Canceled,
00Q4wx1231Q4Zbi,Spring Hill,27-Oct-21,22-Sep-21,Canceled,
00Q4wx1231Q4aQy,Key Colony Beach city,3-Sep-21,22-Oct-21,Engineering/Quoting,
00Q4wx1231Q4dER,Hampton city,14-Oct-21,19-Oct-21,Engineering/Quoting,
00Q4wx1231Q4dRp,Gulf Gate Estates,27-Nov-21,27-Sep-21,Visit,
00Q4wx1231Q4dxs,Safety Harbor city,8-Sep-21,5-Sep-21,Quote,
00Q4wx1231Q4gFZ,Port St. Lucie city,18-Nov-21,1-Jan-22,Visit,
00Q4wx1231Q4gXn,North Bay Village city,7-Oct-21,6-Oct-21,Visit,
00Q4wx1231Q4gm3,Jan Phyl Village,2-Nov-21,19-Nov-21,Closed Won,
00Q4wx1231Q4gkh,Longwood city,8-Sep-21,3-Sep-21,Engineering/Quoting,
00Q4wx1231Q4gq5,Melbourne Beach town,14-Oct-21,18-Oct-21,Engineering/Quoting,
00Q4wx1231Q4hat,Wabasso Beach,29-Sep-21,20-Nov-21,Visit,
00Q4wx1231Q4hcf,Cinco Bayou town,28-Nov-21,19-Dec-21,Canceled,
00Q4wx1231Q1zm9,Chiefland city,7-Oct-21,17-Dec-21,Canceled,
00Q4wx1231Q23ho,Englewood,25-Nov-21,11-Dec-21,Engineering/Quoting,
00Q4wx1231Q27Ks,Steinhatchee,16-Sep-21,12-Dec-21,Closed Lost,
00Q4wx1231Q28mJ,Casselberry city,5-Oct-21,26-Dec-21,Engineering/Quoting,
00Q4wx1231Q2ceF,Port Orange city,20-Sep-21,25-Oct-21,Visit,
00Q4wx1231Q2vTj,Inglis town,2-Nov-21,30-Sep-21,Closed Lost,
00Q4wx1231Q2w38,South Miami Heights,23-Nov-21,6-Oct-21,Engineering/Quoting,
00Q4wx1231Q309P,Lake Butler city,7-Nov-21,23-Nov-21,Closed Lost,
00Q4wx1231Q30Pm,Atlantis city,1-Dec-21,25-Sep-21,Visit,
00Q4wx1231Q30qL,Sebastian city,3-Oct-21,8-Sep-21,Quote,
00Q4wx1231Q31Ym,Century town,22-Oct-21,5-Oct-21,Visit,
00Q4wx1231Q3388,Page Park,11-Nov-21,6-Oct-21,Closed Lost,
00Q4wx1231Q35zg,Istachatta,4-Sep-21,5-Nov-21,Closed Lost,
00Q4wx1231Q37Mz,Tamiami,8-Dec-21,28-Oct-21,Scheduling Visit,
00Q4wx1231Q3B8F,South Daytona city,14-Sep-21,4-Oct-21,Engineering/Quoting,
00Q4wx1231Q3Gb3,Bonita Springs city,23-Sep-21,30-Nov-21,Visit,
00Q4wx1231Q3I3v,East Bronson,14-Sep-21,18-Oct-21,Visit,
00Q4wx1231Q3JZD,Richmond West,16-Dec-21,29-Oct-21,Quote,
00Q4wx1231Q3L5f,Pembroke Pines city,25-Dec-21,17-Oct-21,Closed Won,
00Q4wx1231Q3Mwp,Longwood city,4-Nov-21,31-Oct-21,Canceled,
00Q4wx1231Q3N5f,Longwood city,27-Nov-21,29-Nov-21,Canceled,
00Q4wx1231Q3NTy,Sewall's Point town,2-Oct-21,14-Dec-21,Quote,
00Q4wx1231Q3O1q,North Palm Beach village,2-Dec-21,12-Oct-21,Engineering/Quoting,
00Q4wx1231Q3PkG,Chuluota,26-Oct-21,11-Sep-21,Closed Lost,
00Q4wx1231Q3czR,East Lake-Orient Park,12-Dec-21,10-Nov-21,Closed Won,
00Q4wx1231Q3f7U,Miami Shores village,6-Dec-21,14-Oct-21,Closed Won,
00Q4wx1231Q3gWa,Southchase,31-Oct-21,16-Nov-21,Closed Won,
00Q4wx1231Q3m4N,Inwood,11-Nov-21,9-Sep-21,Visit,
00Q4wx1231Q3qS1,South Venice,3-Sep-21,2-Nov-21,Scheduling Visit,
00Q4wx1231Q3rOx,Dade City city,23-Dec-21,11-Dec-21,Scheduling Visit,
00Q4wx1231Q3yvV,Fort Denaud,31-Oct-21,21-Sep-21,Engineering/Quoting,
00Q4wx1231Q3z9F,Marathon city,28-Nov-21,8-Sep-21,Engineering/Quoting,
00Q4wx1231Q4AFM,Wewahitchka city,7-Dec-21,18-Sep-21,Closed Won,
00Q4wx1231Q4Aeb,Seminole Manor,11-Oct-21,30-Oct-21,Visit,
00Q4wx1231Q4BRI,Jacksonville Beach city,3-Dec-21,2-Sep-21,Scheduling Visit,
00Q4wx1231Q4BnB,Yankeetown town,18-Oct-21,11-Sep-21,Closed Lost,
00Q4wx1231Q4Bnf,Villano Beach,1-Sep-21,30-Dec-21,Visit,
00Q4wx1231Q4GmC,Esto town,17-Dec-21,13-Dec-21,Closed Lost,
00Q4wx1231Q4GqO,New Port Richey East,25-Dec-21,16-Sep-21,Visit,
00Q4wx1231Q4NTF,Lake Hart,12-Nov-21,16-Dec-21,Engineering/Quoting,
00Q4wx1231Q4NTj,Palm Beach Shores town,4-Nov-21,16-Oct-21,Canceled,
00Q4wx1231Q4NtH,Inverness Highlands South,2-Sep-21,27-Sep-21,Canceled,
00Q4wx1231Q4P7m,Wedgefield,27-Nov-21,24-Dec-21,Engineering/Quoting,
00Q4wx1231Q4SJT,Alturas,1-Dec-21,19-Dec-21,Closed Won,
00Q4wx1231Q4SJi,Longboat Key town,3-Oct-21,28-Sep-21,Quote,
00Q4wx1231Q4SK2,Fanning Springs city,12-Oct-21,25-Dec-21,Visit,
00Q4wx1231Q4SXG,Coleman city,22-Sep-21,17-Oct-21,Closed Lost,
00Q4wx1231Q4SgX,Ponce Inlet town,21-Oct-21,8-Sep-21,Engineering/Quoting,
00Q4wx1231Q4UKy,Miami Lakes town,12-Sep-21,14-Oct-21,Engineering/Quoting,
00Q4wx1231Q4Ul7,DeLand city,31-Oct-21,7-Oct-21,Scheduling Visit,
00Q4wx1231Q4Uzs,Pace,19-Dec-21,2-Nov-21,Engineering/Quoting,
00Q4wx1231Q4VGd,Paxton town,2-Sep-21,18-Sep-21,Quote,
00Q4wx1231Q4VHq,Elfers,1-Jan-22,21-Oct-21,Engineering/Quoting,
00Q4wx1231Q4WhM,Gateway,19-Nov-21,31-Dec-21,Visit,
00Q4wx1231Q4WmC,Meadow Woods,21-Nov-21,1-Nov-21,Closed Lost,
00Q4wx1231Q4ZOd,Paisley,15-Nov-21,19-Nov-21,Engineering/Quoting,
00Q4wx1231Q4acQ,West Bradenton,16-Dec-21,5-Sep-21,Visit,
00Q4wx1231Q4au4,Marianna city,12-Dec-21,4-Nov-21,Visit,
00Q4wx1231Q4csj,Cleveland,7-Dec-21,5-Sep-21,Engineering/Quoting,
00Q4wx1231Q4dIT,Ormond Beach city,1-Dec-21,6-Nov-21,Canceled,
00Q4wx1231Q4dzA,North Brooksville,21-Sep-21,17-Oct-21,Closed Lost,
00Q4wx1231Q4eHh,Eagle Lake city,4-Dec-21,1-Oct-21,Engineering/Quoting,
00Q4wx1231Q4eNZ,Mulat,13-Dec-21,16-Nov-21,Quote,
00Q4wx1231Q4ec5,Ocoee city,1-Jan-22,11-Dec-21,Quote,
00Q4wx1231Q4f3Q,Indiantown,4-Oct-21,8-Oct-21,Canceled,
00Q4wx1231Q4f8z,Ocean Breeze Park town,28-Oct-21,26-Sep-21,Closed Won,
00Q4wx1231Q4fDa,Lake Buena Vista city,12-Nov-21,27-Dec-21,Visit,
00Q4wx1231Q4fHm,Mulberry city,24-Dec-21,29-Dec-21,Closed Won,
00Q4wx1231Q4fLP,Pine Manor,4-Dec-21,11-Oct-21,Closed Won,
00Q4wx1231Q4gKK,Kensington Park,27-Dec-21,14-Nov-21,Engineering/Quoting,
00Q4wx1231Q4gOl,Lockhart,4-Oct-21,30-Sep-21,Canceled,
00Q4wx1231Q4hSL,Keystone Heights city,23-Sep-21,11-Sep-21,Scheduling Visit,
00Q4wx1231Q4hV0,Ormond Beach city,16-Dec-21,20-Oct-21,Quote,
00Q4wx1231Q4hXR,Desoto Lakes,29-Dec-21,21-Oct-21,Canceled,
00Q4wx1231Q4hhz,South Highpoint,16-Nov-21,2-Oct-21,Quote,
00Q4wx1231Q4hk5,Miami city,16-Oct-21,25-Dec-21,Quote,
00Q4wx1231Q4hv7,Treasure Island city,21-Oct-21,24-Dec-21,Canceled,
00Q4wx1231Q4hvg,Four Corners,27-Sep-21,29-Sep-21,Canceled,
00Q4wx1231Q4hwe,Three Oaks,20-Sep-21,26-Nov-21,Closed Won,
00Q4wx1231Q3OOv,Fort Denaud,29-Dec-21,18-Sep-21,Visit,
00Q4wx1231Q3dua,Gladeview,25-Sep-21,17-Nov-21,Quote,
00Q4wx1231Q3sS7,Beverly Beach town,20-Oct-21,18-Dec-21,Quote,
00Q4wx1231Q3pUI,San Castle,4-Nov-21,6-Sep-21,Canceled,
00Q4wx1231Q3PWV,West Miami city,13-Oct-21,7-Sep-21,Quote,
00Q4wx1231Q4V1U,Sharpes,31-Dec-21,22-Sep-21,Canceled,
00Q4wx1231Q4ScL,New Port Richey city,27-Oct-21,5-Dec-21,Quote,
00Q4wx1231Q4eTX,Fort Myers city,30-Sep-21,12-Dec-21,Closed Won,
00Q4wx1231Q2a06,Lake Alfred city,18-Nov-21,4-Oct-21,Canceled,
00Q4wx1231Q37Yk,Delray Beach city,11-Nov-21,19-Dec-21,Scheduling Visit,
00Q4wx1231Q38cd,Englewood,21-Dec-21,15-Oct-21,Quote,
00Q4wx1231Q49IN,Wabasso,30-Dec-21,24-Sep-21,Engineering/Quoting,
00Q4wx1231Q2vHT,Kissimmee city,4-Nov-21,8-Oct-21,Quote,
00Q4wx1231Q3q3s,Meadow Oaks,21-Sep-21,30-Oct-21,Closed Won,
00Q4wx1231Q3sQk,Wimauma,4-Dec-21,5-Nov-21,Closed Lost,
00Q4wx1231Q49HZ,La Crosse town,29-Nov-21,7-Oct-21,Scheduling Visit,
00Q4wx1231Q3nFD,Wekiwa Springs,12-Dec-21,9-Sep-21,Visit,
00Q4wx1231Q3OBf,Sugarmill Woods,13-Oct-21,19-Oct-21,Closed Won,
00Q4wx1231Q1wpy,Glenvar Heights,25-Dec-21,4-Oct-21,Visit,
00Q4wx1231Q4UMQ,University,25-Dec-21,5-Dec-21,Engineering/Quoting,
00Q4wx1231Q1vvv,The Meadows,9-Oct-21,7-Nov-21,Visit,
00Q4wx1231Q2w7o,Eustis city,9-Dec-21,10-Nov-21,Quote,
00Q4wx1231Q39mZ,Molino,25-Dec-21,17-Nov-21,Quote,
00Q4wx1231Q3eyS,Davie town,24-Nov-21,2-Nov-21,Scheduling Visit,
00Q4wx1231Q3mC2,Pine Island Center,19-Oct-21,13-Dec-21,Quote,
00Q4wx1231Q3pUD,Wedgefield,1-Oct-21,26-Oct-21,Visit,
00Q4wx1231Q47EK,Palm Shores town,9-Dec-21,5-Nov-21,Engineering/Quoting,
00Q4wx1231Q4WDt,University,10-Sep-21,7-Oct-21,Scheduling Visit,
00Q4wx1231Q4WDt,St. Augustine Shores,12-Jan-21,25-Sep-21,Closed Lost,
00Q4wx1231Q4WDt,Belleair Bluffs city,15-Aug-21,26-Sep-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Land O' Lakes,11-Jan-21,7-Dec-21,Closed Won,
00Q4wx1231Q4WDt,Surfside town,4-May-21,21-Sep-21,Quote,
00Q4wx1231Q4WDt,Baldwin town,14-Feb-21,2-Oct-21,Scheduling Visit,
00Q4wx1231Q4WDt,Brownsdale,3-Apr-21,6-Sep-21,Closed Lost,
00Q4wx1231Q4WDt,Cheval,28-Dec-20,28-Oct-21,Visit,
00Q4wx1231Q4WDt,Buckhead Ridge,14-Dec-20,30-Nov-21,Scheduling Visit,
00Q4wx1231Q4WDt,West Samoset,28-May-21,26-Oct-21,Quote,
00Q4wx1231Q4WDt,Fidelis,21-Aug-21,7-Nov-21,Quote,
00Q4wx1231Q4WDt,Everglades city,18-Jun-21,7-Nov-21,Quote,
00Q4wx1231Q4WDt,Bay Lake city,7-May-21,4-Sep-21,Closed Won,
00Q4wx1231Q4WDt,Lake Alfred city,1-Feb-21,27-Dec-21,Scheduling Visit,
00Q4wx1231Q4WDt,Ponce Inlet town,9-Mar-21,10-Nov-21,Quote,
00Q4wx1231Q4WDt,Garden Grove,30-May-21,8-Sep-21,Quote,
00Q4wx1231Q4WDt,Doral city,20-May-21,7-Dec-21,Closed Won,
00Q4wx1231Q4WDt,Orlovista,13-Apr-21,23-Sep-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Caryville town,20-Mar-21,14-Dec-21,Canceled,
00Q4wx1231Q4WDt,Deltona city,9-May-21,25-Dec-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Aucilla,1-Mar-21,4-Nov-21,Closed Won,
00Q4wx1231Q4WDt,St. Lucie Village town,6-Apr-21,17-Oct-21,Quote,
00Q4wx1231Q4WDt,Riverview,20-Jul-21,11-Oct-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Jasper city,31-May-21,2-Oct-21,Canceled,
00Q4wx1231Q4WDt,Quail Ridge,12-Apr-21,12-Oct-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Naples Park,4-Jul-21,26-Dec-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Burnt Store Marina,13-Mar-21,4-Nov-21,Closed Won,
00Q4wx1231Q4WDt,Palm Coast city,18-Jan-21,13-Oct-21,Closed Lost,
00Q4wx1231Q4WDt,Zephyrhills city,11-May-21,25-Sep-21,Closed Won,
00Q4wx1231Q4WDt,Niceville city,7-Jul-21,24-Oct-21,Closed Lost,
00Q4wx1231Q4WDt,Lauderdale-by-the-Sea town,23-Jan-21,18-Nov-21,Closed Won,
00Q4wx1231Q4WDt,Century town,14-Aug-21,30-Sep-21,Closed Won,
00Q4wx1231Q4WDt,Caryville town,1-Jul-21,3-Oct-21,Scheduling Visit,
00Q4wx1231Q4WDt,Juno Beach town,27-Dec-20,13-Oct-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Burnt Store Marina,16-Feb-21,17-Sep-21,Canceled,
00Q4wx1231Q4WDt,Masaryktown,5-Aug-21,3-Nov-21,Closed Won,
00Q4wx1231Q4WDt,High Springs city,6-Apr-21,11-Sep-21,Quote,
00Q4wx1231Q4WDt,Marineland town,10-Jun-21,23-Sep-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Tarpon Springs city,11-Dec-20,2-Oct-21,Scheduling Visit,
00Q4wx1231Q4WDt,Palm Bay city,5-Aug-21,15-Oct-21,Closed Won,
00Q4wx1231Q4WDt,Crystal Springs,11-Apr-21,10-Nov-21,Closed Won,
00Q4wx1231Q4WDt,Lawtey city,4-Feb-21,29-Oct-21,Canceled,
00Q4wx1231Q4WDt,Stock Island,15-Jul-21,5-Nov-21,Quote,
00Q4wx1231Q4WDt,Ferndale,19-Dec-20,10-Dec-21,Closed Lost,
00Q4wx1231Q4WDt,Baldwin town,17-Feb-21,31-Dec-21,Closed Won,
00Q4wx1231Q4WDt,Fort Lauderdale city,8-Jun-21,22-Oct-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Minneola city,11-Jun-21,12-Sep-21,Closed Won,
00Q4wx1231Q4WDt,Sharpes,20-Jan-21,6-Dec-21,Closed Won,
00Q4wx1231Q4WDt,Dunedin city,18-Apr-21,3-Dec-21,Quote,
00Q4wx1231Q4WDt,Pinecrest village,21-Jun-21,21-Oct-21,Closed Won,
00Q4wx1231Q4WDt,Ridge Wood Heights,15-Feb-21,7-Sep-21,Closed Lost,
00Q4wx1231Q4WDt,West Pensacola,21-Jun-21,24-Oct-21,Visit,
00Q4wx1231Q4WDt,Myrtle Grove,19-Jan-21,7-Sep-21,Closed Lost,
00Q4wx1231Q4WDt,Pea Ridge,17-Dec-20,4-Oct-21,Scheduling Visit,
00Q4wx1231Q4WDt,Lakewood Gardens,23-Jun-21,29-Nov-21,Canceled,
00Q4wx1231Q4WDt,Panacea,23-Jun-21,18-Sep-21,Closed Won,
00Q4wx1231Q4WDt,Sunrise city,18-Jul-21,26-Dec-21,Quote,
00Q4wx1231Q4WDt,Wahneta,21-Dec-20,1-Jan-22,Quote,
00Q4wx1231Q4WDt,Whitfield,7-Jan-21,17-Oct-21,Quote,
00Q4wx1231Q4WDt,Fussels Corner,11-Jun-21,13-Oct-21,Quote,
00Q4wx1231Q4WDt,Royal Palm Estates,7-Feb-21,14-Nov-21,Closed Won,
00Q4wx1231Q4WDt,Chuluota,1-May-21,11-Nov-21,Closed Won,
00Q4wx1231Q4WDt,South Miami Heights,10-May-21,8-Sep-21,Canceled,
00Q4wx1231Q4WDt,Roseland,4-Feb-21,30-Sep-21,Visit,
00Q4wx1231Q4WDt,Tequesta village,7-May-21,6-Dec-21,Quote,
00Q4wx1231Q4WDt,Manasota Key,15-Apr-21,26-Nov-21,Closed Lost,
00Q4wx1231Q4WDt,Treasure Island city,14-Apr-21,24-Dec-21,Closed Lost,
00Q4wx1231Q4WDt,Wedgefield,23-Dec-20,23-Dec-21,Closed Won,
00Q4wx1231Q4WDt,Sumatra,27-Jan-21,30-Nov-21,Quote,
00Q4wx1231Q4WDt,Fort Pierce North,4-May-21,21-Nov-21,Scheduling Visit,
00Q4wx1231Q4WDt,Port St. Joe city,22-May-21,4-Dec-21,Quote,
00Q4wx1231Q4WDt,Perry city,9-Aug-21,12-Dec-21,Visit,
00Q4wx1231Q4WDt,South Miami Heights,9-Jun-21,18-Sep-21,Closed Won,
00Q4wx1231Q4WDt,Pembroke Park town,11-Mar-21,23-Sep-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Sewall's Point town,25-Feb-21,17-Dec-21,Visit,
00Q4wx1231Q4WDt,San Castle,26-Aug-21,30-Sep-21,Quote,
00Q4wx1231Q4WDt,Charlotte Harbor,22-Dec-20,19-Sep-21,Closed Lost,
00Q4wx1231Q4WDt,Pine Island,13-Jun-21,22-Oct-21,Closed Lost,
00Q4wx1231Q4WDt,Pine Island,11-May-21,13-Oct-21,Visit,
00Q4wx1231Q4WDt,Pembroke Park town,31-May-21,26-Nov-21,Closed Lost,
00Q4wx1231Q4WDt,Sanibel city,1-Apr-21,14-Sep-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Villano Beach,26-Feb-21,4-Dec-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Matlacha Isles-Matlacha Shores,12-Feb-21,5-Dec-21,Closed Lost,
00Q4wx1231Q4WDt,Nobleton,14-Jun-21,30-Nov-21,Quote,
00Q4wx1231Q4WDt,Crooked Lake Park,17-Apr-21,5-Oct-21,Quote,
00Q4wx1231Q4WDt,Golf village,2-Jun-21,28-Dec-21,Quote,
00Q4wx1231Q4WDt,Palm Beach town,3-Jul-21,27-Oct-21,Closed Lost,
00Q4wx1231Q4WDt,Graceville city,1-Jun-21,16-Nov-21,Quote,
00Q4wx1231Q4WDt,Beverly Hills,10-Aug-21,10-Nov-21,Scheduling Visit,
00Q4wx1231Q4WDt,East Lake-Orient Park,1-May-21,8-Dec-21,Closed Won,
00Q4wx1231Q4WDt,East Williston,11-Jul-21,22-Oct-21,Closed Lost,
00Q4wx1231Q4WDt,Allentown,7-Feb-21,7-Sep-21,Closed Lost,
00Q4wx1231Q4WDt,Fuller Heights,20-Dec-20,25-Oct-21,Quote,
00Q4wx1231Q4WDt,Tangerine,6-Aug-21,27-Nov-21,Canceled,
00Q4wx1231Q4WDt,Allentown,1-May-21,25-Dec-21,Canceled,
00Q4wx1231Q4WDt,East Milton,29-Dec-20,17-Sep-21,Closed Won,
00Q4wx1231Q4WDt,Fort Green Springs,17-Jun-21,5-Nov-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Tierra Verde,16-Jan-21,28-Oct-21,Quote,
00Q4wx1231Q4WDt,Orlando city,9-Jan-21,7-Nov-21,Scheduling Visit,
00Q4wx1231Q4WDt,East Lake,10-Feb-21,20-Sep-21,Closed Lost,
00Q4wx1231Q4WDt,Palmetto city,26-Apr-21,13-Sep-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Palm Harbor,3-Feb-21,22-Dec-21,Closed Lost,
00Q4wx1231Q4WDt,Nassau Village-Ratliff,27-May-21,11-Sep-21,Scheduling Visit,
00Q4wx1231Q4WDt,Sneads town,11-Mar-21,19-Sep-21,Closed Lost,
00Q4wx1231Q4WDt,Ferndale,19-May-21,11-Sep-21,Scheduling Visit,
00Q4wx1231Q4WDt,Fussels Corner,24-Dec-20,5-Dec-21,Closed Lost,
00Q4wx1231Q4WDt,Gulf Breeze city,5-Aug-21,14-Sep-21,Canceled,
00Q4wx1231Q4WDt,Westchase,8-Mar-21,9-Sep-21,Scheduling Visit,
00Q4wx1231Q4WDt,Parker city,21-Jan-21,8-Dec-21,Canceled,
00Q4wx1231Q4WDt,Lochmoor Waterway Estates,3-Dec-20,4-Nov-21,Quote,
00Q4wx1231Q4WDt,Palmetto Estates,7-Aug-21,10-Sep-21,Visit,
00Q4wx1231Q4WDt,Cottondale town,4-Feb-21,1-Jan-22,Engineering/Quoting,
00Q4wx1231Q4WDt,Vamo,16-Dec-20,24-Oct-21,Closed Won,
00Q4wx1231Q4WDt,Indian River Estates,20-Feb-21,30-Nov-21,Quote,
00Q4wx1231Q4WDt,Clarcona,19-May-21,8-Oct-21,Canceled,
00Q4wx1231Q4WDt,South Miami city,21-Aug-21,8-Dec-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Wabasso Beach,25-Apr-21,24-Oct-21,Visit,
00Q4wx1231Q4WDt,Miami city,13-Mar-21,24-Dec-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Sewall's Point town,8-Dec-20,14-Nov-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Howey-in-the-Hills town,12-Apr-21,27-Nov-21,Closed Won,
00Q4wx1231Q4WDt,Spring Lake,2-Jun-21,23-Sep-21,Visit,
00Q4wx1231Q4WDt,Islandia city,29-Jan-21,27-Nov-21,Canceled,
00Q4wx1231Q4WDt,Port Salerno,28-Jul-21,28-Sep-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Wacissa,12-Jun-21,26-Dec-21,Closed Lost,
00Q4wx1231Q4WDt,Eatonville town,27-Jan-21,9-Sep-21,Closed Lost,
00Q4wx1231Q4WDt,Nokomis,26-Jul-21,6-Oct-21,Visit,
00Q4wx1231Q4WDt,Frostproof city,17-Feb-21,27-Dec-21,Canceled,
00Q4wx1231Q4WDt,Hosford,6-Feb-21,24-Oct-21,Scheduling Visit,
00Q4wx1231Q4WDt,Oviedo city,15-Apr-21,22-Dec-21,Canceled,
00Q4wx1231Q4WDt,Highland Park village,16-Apr-21,7-Nov-21,Visit,
00Q4wx1231Q4WDt,Crescent Beach,26-Dec-20,1-Oct-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Tamarac city,24-Aug-21,22-Dec-21,Closed Won,
00Q4wx1231Q4WDt,Carrabelle city,2-Mar-21,3-Sep-21,Scheduling Visit,
00Q4wx1231Q4WDt,Northdale,24-Dec-20,16-Dec-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Sharpes,17-Mar-21,27-Dec-21,Canceled,
00Q4wx1231Q4WDt,Ocean Ridge town,10-Apr-21,15-Dec-21,Closed Lost,
00Q4wx1231Q4WDt,Richmond West,18-Dec-20,14-Nov-21,Closed Won,
00Q4wx1231Q4WDt,Watertown,25-Jun-21,8-Oct-21,Closed Lost,
00Q4wx1231Q4WDt,Southwest Ranches town,22-Jul-21,16-Oct-21,Canceled,
00Q4wx1231Q4WDt,Doctor Phillips,14-Jul-21,18-Nov-21,Closed Lost,
00Q4wx1231Q4WDt,St. Augustine city,6-Jan-21,26-Sep-21,Closed Won,
00Q4wx1231Q4WDt,Sopchoppy city,28-Jul-21,30-Oct-21,Closed Lost,
00Q4wx1231Q4WDt,Bell town,29-Jan-21,4-Dec-21,Quote,
00Q4wx1231Q4WDt,Lake Panasoffkee,24-Jun-21,28-Nov-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Hunters Creek,26-Jan-21,24-Nov-21,Closed Won,
00Q4wx1231Q4WDt,Chokoloskee,29-Jan-21,30-Oct-21,Closed Won,
00Q4wx1231Q4WDt,North Brooksville,2-Jun-21,3-Dec-21,Closed Won,
00Q4wx1231Q4WDt,Hillsboro Beach town,21-Aug-21,12-Nov-21,Engineering/Quoting,
00Q4wx1231Q4WDt,Roeville,2-Jul-21,25-Nov-21,Quote,
00Q4wx1231Q4WDt,Graceville city,26-Jan-21,18-Sep-21,Canceled,
00Q4wx1231Q4WDt,Astatula town,28-Aug-21,2-Oct-21,Scheduling Visit,
00Q4wx1231Q4WDt,Aucilla,16-Dec-20,12-Oct-21,Visit,
00Q4wx1231Q4WDt,Otter Creek town,25-May-21,31-Oct-21,Visit,
00Q4wx1231Q4WDt,Union Park,14-Jun-21,1-Sep-21,Canceled,
00Q4wx1231Q4WDt,Parkland city,18-Feb-21,24-Oct-21,Closed Won,
00Q4wx1231Q4WDt,Sugarmill Woods,4-Apr-21,8-Oct-21,Visit,
00Q4wx1231Q4WDt,Roosevelt Gardens,1-Jun-21,12-Sep-21,Visit,
00Q4wx1231Q4WDt,Lake Placid town,3-Apr-21,24-Nov-21,Closed Won,
